sent_detect_precision,sent_detect_recall,sent_detect_f1,sent_correct_precision,sent_correct_recall,sent_correct_f1,char_detect_precision,char_detect_recall,char_detect_f1,char_correct_precision,char_correct_recall,char_correct_f1,alpha,CER
0.466251795117281,0.3910076274588519,0.4253275109170306,0.07132599329822882,0.05981533520674427,0.06506550218340612,0.8020344287949922,0.6231003039513677,0.7013342456380431,0.11577235772357725,0.07213779128672745,0.08888888888888889,1e-06,0.08465326144859828
0.46621945376138,0.3906061822561221,0.4250764525993884,0.07379012937230474,0.061822561220393424,0.06727828746177371,0.8023498694516972,0.6226950354609929,0.7011979463776383,0.11942726976895544,0.07436676798378926,0.09165834165834166,2e-06,0.08446790916051992
0.4661545847335574,0.3898032918506624,0.4245736773065151,0.07873259721555449,0.06583701324769169,0.07170966331438566,0.8027799632835038,0.6202634245187437,0.6998171010516689,0.13328977458346947,0.08267477203647416,0.10205102551275637,5e-06,0.08376983348688885
0.4656084656084656,0.3885989562424729,0.4236323851203501,0.08417508417508418,0.0702529104777198,0.07658643326039387,0.8035761241125428,0.6192502532928065,0.6994735637445639,0.14430628272251309,0.08936170212765958,0.1103741709423101,7.000000000000003e-06,0.08328047453523799
0.4650265315967198,0.3869931754315536,0.4224364592462752,0.09213699951760733,0.07667603372139703,0.08369851007887817,0.8053495762711864,0.616210739614995,0.6981976810928712,0.1604735284445906,0.0988855116514691,0.12236710130391172,1e-05,0.0823933023031333
0.4644941634241245,0.3833801686069852,0.4200571805586101,0.11235408560311284,0.09273384183059012,0.1016054541455905,0.8113975576662144,0.6058763931104356,0.6937354988399071,0.2197324414715719,0.1331306990881459,0.16580441640378546,2e-05,0.07930385268745828
0.4721512519161983,0.3709353673223605,0.4154676258992806,0.1481859989780276,0.11641910879164992,0.1303956834532374,0.8416616496086695,0.5665653495440729,0.6772435509264867,0.3136623748211731,0.17771023302938194,0.2268787996378218,5e-05,0.07393889167518497
0.4712041884816754,0.3613006824568447,0.40899795501022496,0.15602094240837694,0.11963067041348854,0.13542376732560782,0.8467792370231395,0.5487335359675786,0.6659289315135867,0.3341949778434269,0.1833839918946302,0.2368180034018056,7e-05,0.07285355689886208
0.4674145299145299,0.3512645523885989,0.4011001604400642,0.1543803418803419,0.11601766358892013,0.1324776529910612,0.8500319081046586,0.5398176291793313,0.6603048704920065,0.3434684684684685,0.18541033434650456,0.2408211606790367,0.0001,0.07222980920392952
0.4642665233745298,0.34684865515857083,0.3970588235294117,0.15475550779150993,0.11561621838619028,0.1323529411764706,0.8502245028864657,0.5371833839918946,0.658388178318639,0.34552998868351564,0.185612968591692,0.2414974953862377,0.0002,0.07214426044743466
0.4642665233745298,0.34684865515857083,0.3970588235294117,0.15475550779150993,0.11561621838619028,0.1323529411764706,0.8502245028864657,0.5371833839918946,0.658388178318639,0.34552998868351564,0.185612968591692,0.2414974953862377,0.0005,0.07214426044743466
0.4642665233745298,0.34684865515857083,0.3970588235294117,0.15475550779150993,0.11561621838619028,0.1323529411764706,0.8502245028864657,0.5371833839918946,0.658388178318639,0.34552998868351564,0.185612968591692,0.2414974953862377,0.0007,0.07214426044743466
0.4642665233745298,0.34684865515857083,0.3970588235294117,0.15475550779150993,0.11561621838619028,0.1323529411764706,0.8502245028864657,0.5371833839918946,0.658388178318639,0.34552998868351564,0.185612968591692,0.2414974953862377,0.001,0.07214426044743466
0.4642665233745298,0.34684865515857083,0.3970588235294117,0.15475550779150993,0.11561621838619028,0.1323529411764706,0.8502245028864657,0.5371833839918946,0.658388178318639,0.34552998868351564,0.185612968591692,0.2414974953862377,0.002,0.07214426044743466
0.4642665233745298,0.34684865515857083,0.3970588235294117,0.15475550779150993,0.11561621838619028,0.1323529411764706,0.8502245028864657,0.5371833839918946,0.658388178318639,0.34552998868351564,0.185612968591692,0.2414974953862377,0.005,0.07214426044743466
0.4642665233745298,0.34684865515857083,0.3970588235294117,0.15475550779150993,0.11561621838619028,0.1323529411764706,0.8502245028864657,0.5371833839918946,0.658388178318639,0.34552998868351564,0.185612968591692,0.2414974953862377,0.006999999999999999,0.07214426044743466
0.4642665233745298,0.34684865515857083,0.3970588235294117,0.15475550779150993,0.11561621838619028,0.1323529411764706,0.8502245028864657,0.5371833839918946,0.658388178318639,0.34552998868351564,0.185612968591692,0.2414974953862377,0.01,0.07214426044743466
0.4642665233745298,0.34684865515857083,0.3970588235294117,0.15475550779150993,0.11561621838619028,0.1323529411764706,0.8502245028864657,0.5371833839918946,0.658388178318639,0.3459072048283667,0.18581560283687945,0.2417611389401529,0.02,0.07213502581386491
0.4645161290322581,0.34684865515857083,0.39715008044127786,0.1553763440860215,0.11601766358892013,0.1328430245920478,0.850176451716394,0.5369807497467072,0.6582215598609039,0.34641509433962264,0.18601823708206688,0.24205669083717865,0.05,0.07211655654672543
0.4645161290322581,0.34684865515857083,0.39715008044127786,0.1553763440860215,0.11601766358892013,0.1328430245920478,0.8504492939666238,0.5369807497467072,0.6583033163582164,0.3460377358490566,0.18581560283687945,0.24179301252471985,0.07,0.07211746986213344
0.4645161290322581,0.34684865515857083,0.39715008044127786,0.1553763440860215,0.11601766358892013,0.1328430245920478,0.8504492939666238,0.5369807497467072,0.6583033163582164,0.34641509433962264,0.18601823708206688,0.24205669083717865,0.1,0.07210468344642149
0.4647660032275417,0.34684865515857083,0.3972413793103448,0.15545992469069392,0.11601766358892013,0.1328735632183908,0.8506264053967234,0.5365754812563324,0.658051689860835,0.3466767371601209,0.18601823708206688,0.24212053277067125,0.2,0.07207697954571228
